GM,TSLA,YNDX
25.724895,267.200012,15.26
25.365564,265.410004,14.84
25.357391,253.009995,14.53
25.577892,264.820007,14.89
26.09239,263.820007,15.41
26.059729,266.790009,14.38
25.733065,266.149994,13.91
25.871895,259.98999,13.65
25.741232,266.279999,13.76
25.806561,270.130005,13.75
26.018892,246.130005,13.31
25.920891,242.509995,13.33
26.084229,241.139999,13.65
25.177731,237.369995,13.21
25.210394,238.169998,13.06
25.365564,242.509995,12.77
25.716726,243.149994,12.82
25.814726,254.990005,12.49
25.896391,260.720001,12.46
25.83106,255.25,11.91
25.185892,242.179993,11.46
24.173231,230.770004,11.01
22.703236,218.869995,10.18
22.278576,220.029999,10.57
22.948238,224.839996,10.84
23.340233,242.990005,12.08
23.683237,248.479996,12.35
24.042566,249.059998,12.2
23.389236,238.630005,11.71
23.854733,247.690002,11.73
23.773071,245.570007,11.74
23.585236,241.929993,11.5
24.401897,248.169998,11.51
24.189566,248.910004,11.33
24.801336,248.479996,11.45
24.925337,250.240005,11.27
25.396564,253.190002,12.05
25.619774,253.570007,12.24
25.793388,262.25,13.32
25.884323,262.070007,13.1
25.222956,260.619995,12.49
25.313898,264.200012,12.2
24.826138,260.940002,11.57
24.569853,261.059998,11.16
24.338371,263.119995,10.85
24.313572,256.910004,10.69
23.610867,248.429993,10.3
24.098627,246.649994,10.77
24.817869,248.399994,10.73
25.355227,239.880005,10.73
26.231544,247.570007,11.34
26.256344,246.149994,12.24
26.636631,241.460007,11.98
27.3228,231.960007,11.83
27.636953,226.720001,12
27.240131,220.690002,12.37
27.298,215.580002,12.19
27.388939,219.25,12.76
27.554281,216.880005,13.33
27.546011,221.309998,13.6
27.405474,227.009995,13.6
27.479879,228.100006,13.53
27.678288,213.029999,13.35
29.282103,210.089996,13.04
29.282103,211.720001,12.86
29.720257,209.089996,13.22
29.488785,215.259995,14.05
28.910093,210.350006,14.99
29.11677,212.960007,15.71
28.72821,211.630005,15.62
28.860477,206.929993,16.1
29.406115,213.789993,16.389999
29.579725,208.350006,16.360001
29.282103,231.630005,16
29.298635,231.770004,15.74
29.554928,232.360001,15.83
29.488785,225.330002,16.07
29.447447,216.5,15.92
29.389582,219.080002,15.93
29.009295,212.940002,15.23
28.36446,207.190002,15.17
29.075428,214.309998,15.34
29.1085,214,16.27
30.141891,221.070007,17.16
29.877338,221.800003,17.07
30.042679,220.009995,17.51
29.82774,217.75,17.049999
29.943474,218.25,17.09
30.042679,229.639999,17.02
30.06748,231.610001,16.57
29.926939,230.259995,16.629999
29.976543,237.190002,15.89
29.538387,231.990005,16.370001
29.323446,232.710007,16.07
29.968271,230.380005,15.79
29.869072,231.130005,15.3
29.331709,226.720001,15.06
29.306911,224.520004,14.9
29.455721,227.070007,15.29
28.562868,217.020004,14.4
28.430592,218.580002,14.46
28.5546,221.089996,15.12
29.356598,234.509995,15.19
28.496128,233.389999,15.37
28.128534,230.460007,15.32
28.262207,232.559998,15.64
28.646503,229.949997,15.8
29.055847,229.699997,16.030001
28.905474,230.570007,16.1
28.830286,228.949997,15.63
28.821938,237.190002,15.82
28.679916,238.089996,15.43
28.412584,240.009995,15.72
27.827789,223.410004,15.22
27.092615,223.429993,15.41
26.123535,219.039993,14.97
25.054197,215.649994,13.96
24.669907,211,13.42
25.271406,207.850006,12.86
25.313177,209.970001,13.09
25.471909,200.309998,12.98
25.313177,206.179993,13.18
24.703321,204.990005,12.22
24.561302,204.720001,11.93
24.578009,198.699997,11.8
24.686613,199.970001,12.18
24.46105,202.550003,13.13
24.419277,196.380005,12.57
24.770155,193.559998,13.26
24.402567,188.070007,13.22
24.243843,189.699997,13.13
24.761805,191.199997,13.42
25.154453,196.940002,13.6
24.770155,182.779999,12.78
24.160299,173.479996,13.23
23.926382,175.330002,13.55
23.842842,162.600006,12.88
23.959801,147.990005,12.77
23.283108,148.25,12.5
23.149445,143.669998,12.78
22.472754,150.470001,12.61
23.149445,151.039993,12.95
23.876257,155.169998,13.57
24.452696,168.679993,13.64
24.252201,166.770004,13.08
24.043343,166.580002,12.67
24.753447,177.740005,13.33
24.544594,177.210007,12.91
24.093464,179,13.17
24.644842,187.429993,12.88
24.753447,190.339996,12.98
24.594715,191.929993,12.92
25.070911,186.350006,13.58
25.187862,188.339996,14.18
25.956446,195.740005,13.74
26.207077,201.039993,14.48
26.390869,205.289993,14.54
25.630638,202.600006,13.72
25.833651,208.720001,13.88
26.070501,205.179993,13.63
26.442696,207.5,14.26
26.375029,215.149994,14.74
26.265055,218.339996,14.05
26.806435,221.929993,15.06
27.034822,226.380005,15.41
27.034822,232.740005,15.19
27.136335,238.320007,15.02
26.98407,234.240005,15.27
26.484989,222.580002,14.98
26.188927,227.75,15.08
26.239679,230.259995,14.91
26.383486,230.130005,15.29
26.214302,226.889999,15.4
26.5865,229.770004,15.32
25.774435,237.589996,15.38
25.292276,246.990005,15.06
25.038509,255.470001,15.08
25.326113,265.420013,15.45
24.886248,257.200012,15.21
24.843954,250.070007,15.05
24.979296,249.919998,15.68
25.131556,247.820007,16.76
26.036665,254.529999,16.75
25.985912,251.860001,16.84
25.850573,254.509995,16.59
26.484989,253.880005,17.17
27.043278,247.369995,17.51
27.22938,249.970001,18.209999
27.626951,248.289993,18.129999
27.220921,253.75,18.08
27.02636,251.820007,17.860001
27.22938,253.740005,18.110001
27.203999,251.470001,18.530001
27.440851,247.710007,19.870001
26.899481,240.759995,20.469999
26.857185,241.800003,20.68
26.434235,232.320007,20.18
25.875946,222.559998,19.969999
25.833651,211.529999,19.969999
26.188927,214.929993,19.879999
26.036665,208.919998,19.24
26.518826,208.690002,19.59
26.290432,208.960007,19.690001
26.375029,207.279999,19.58
25.816734,207.610001,19.52
25.943619,208.289993,19.809999
25.909784,204.660004,19.690001
26.01129,211.169998,19.120001
25.647554,215.210007,18.99
25.859028,220.279999,19.219999
25.875946,216.220001,19.16
26.265055,217.910004,19.48
26.772596,219.580002,19.77
26.468073,225.119995,19.85
26.552666,223.039993,19.91
26.459616,223.229996,20.6
25.562963,219.559998,20.559999
25.596802,218.960007,20.629999
25.038509,218.990005,20.889999
25.368408,220.679993,21.459999
25.571423,232.339996,21.93
25.331558,235.520004,23.08
25.151661,229.360001,23.08
24.894663,218.789993,21.84
24.911791,217.869995,21.48
24.697628,214.960007,21.110001
24.723326,217.699997,21.18
24.860394,217.929993,21.09
25.040293,215.470001,21.43
25.400089,219.699997,21.809999
25.280157,219.610001,21.540001
25.117392,196.660004,21.799999
25.545725,196.399994,22.08
24.286425,193.149994,21.389999
23.56683,198.550003,19.9
23.763865,201.789993,20.93
24.132227,210.190002,21.469999
24.243595,212.279999,21.85
24.749025,216.5,21.73
24.132227,213.979996,21.65
24.329262,214.440002,21.559999
24.620523,215.940002,21.68
25.408661,216.779999,22.08
25.811291,224.779999,22.07
26.213923,224.649994,22.77
26.239624,222.529999,22
26.350992,221.529999,21.969999
26.359554,220.399994,21.43
26.445219,226.25,21.5
26.770752,225.259995,21.049999
26.976349,228.360001,21.389999
27.438953,220.5,21.26
27.550318,222.270004,21.23
27.464649,230.009995,21.02
27.541758,229.509995,21.129999
27.430386,228.490005,21.709999
26.548019,230.610001,22.33
27.01919,234.789993,21.65
26.813585,230.009995,21.26
25.639961,227.199997,21.139999
25.905519,225.789993,21.049999
25.99119,230.610001,21.459999
26.385258,230.029999,21.77
26.453789,226.160004,21.889999
26.616552,229.080002,22.389999
26.770752,225.649994,22.360001
27.199085,224.910004,23.24
27.044886,225.610001,23.209999
27.293316,225.589996,23.41
27.16482,223.610001,23.35
27.284752,223.240005,22.870001
27.027754,223.509995,22.77
27.26762,225,22.48
27.301886,222.929993,22.129999
27.327583,224.839996,22.440001
27.224787,222.619995,22.370001
27.01919,220.960007,22.139999
27.010622,219.990005,22.139999
27.250486,215.199997,22.219999
27.130554,211.339996,22.110001
27.344719,212.009995,22.040001
27.241922,200.770004,22.190001
27.550318,197.779999,22.389999
27.516052,202.830002,22.059999
27.64609,201.710007,22.01
27.490042,197.360001,21.85
26.423729,194.470001,20.309999
27.030575,198.300003,20.83
26.822515,196.050003,20.379999
26.623123,196.410004,20.32
26.978563,200.419998,20.5
26.84852,205.399994,20.639999
27.498711,206.339996,20.77
27.438026,204.639999,20.700001
27.836809,205.220001,21.540001
28.07955,206.429993,22.07
27.84548,207.449997,21.57
27.568068,208.990005,21.360001
27.394684,205.809998,21.309999
27.654757,206.270004,21.450001
27.290655,200.699997,21.440001
27.542059,204.029999,21.049999
27.776129,213.699997,21.73
27.888828,211.410004,21.440001
28.330959,208.460007,21.98
28.200918,201,22.129999
28.036201,196.610001,22
27.871492,200.949997,21.76
27.64609,200.100006,21.4
27.464037,201.509995,20.16
27.316662,200.240005,19.08
27.628754,196.509995,18.93
27.360006,193.960007,19.040001
27.2213,199.100006,19.74
27.611412,203.559998,19.85
27.524721,199.100006,19.700001
27.776129,200.089996,19.5
28.591032,202.759995,19.639999
27.394684,202.339996,19.620001
27.377344,202.240005,18.950001
27.160612,204.009995,19.92
27.151943,199.970001,20.059999
27.394684,197.729996,19.690001
27.290655,190.789993,19.52
27.264645,188.020004,18.690001
26.935213,187.419998,18.5
27.013239,190.559998,18.32
27.758793,193.210007,18.65
27.507383,194.940002,18.74
26.839853,190.059998,20.030001
28.374304,185.350006,19.200001
29.49263,188.559998,18.709999
28.85111,181.449997,17.809999
28.98115,183.770004,18.27
28.80776,183.929993,17.610001
28.972477,188.660004,17.959999
28.60837,185.020004,18.469999
28.617037,184.520004,18.6
29.310581,191.169998,18.950001
29.353924,193.139999,19.030001
29.69202,196.649994,18.629999
29.518635,196.119995,18.48
29.969437,189.570007,18.459999
29.934759,189.399994,19.01
31.581903,181.880005,18.610001
30.697657,181.470001,18.42
30.618778,186.800003,19.219999
30.732706,185.850006,19.24
31.810581,193.149994,19.68
31.915743,192.289993,19.950001
33.00238,192.179993,19.860001
32.511646,192.429993,20.290001
32.739483,198.149994,21.059999
31.50387,198.690002,20.780001
31.758005,197.580002,20.58
31.871922,202.490005,20.25
31.898218,202.729996,19.959999
32.082241,208.789993,20.889999
31.915743,207.699997,20.290001
31.27602,208.449997,20.5
31.27602,213.339996,20.389999
31.144569,219.529999,20.370001
30.802811,219.740005,20.23
30.794043,214.679993,20.35
30.531145,213.690002,20.129999
30.802811,216.990005,20.43
32.502884,226.990005,20.440001
31.889448,226.75,21.879999
31.538918,229.009995,21.84
31.556442,231.279999,21.950001
32.730721,229.869995,21.57
33.256516,229.729996,21.49
32.870934,229.589996,21.309999
32.721958,237.75,21.5
32.695667,235.580002,21.92
32.835884,238.360001,21.959999
32.686909,243.759995,22.030001
32.432774,244.729996,21.870001
32.117302,248.919998,22.09
32.424004,254.610001,23.190001
33.545704,254.470001,23.700001
32.8797,252.509995,23.280001
32.432774,252.949997,23.629999
31.836872,250.630005,23.1
32.082241,251.929993,23.139999
31.670368,249.240005,23.360001
31.311075,251.550003,23.33
31.836872,251.330002,23.08
32.275043,257.769989,23.01
30.758989,257.480011,23.15
30.794043,262.079987,23.049999
30.741468,269.200012,22.959999
30.820339,269.230011,23.120001
31.127045,280.600006,22.969999
32.634331,280.980011,22.690001
32.494118,279.76001,23.139999
32.450302,268.950012,24.49
32.616798,272.230011,24.66
33.133835,277.390015,24.34
33.160126,273.51001,24.17
32.643097,255.990005,23.74
32.33638,257,23.58
32.660618,246.229996,23.18
32.283794,249.990005,22.5
32.800835,250.020004,23.35
33.090015,250.479996,23.23
33.501892,251.570007,23.57
33.221462,251.210007,23.57
32.8797,248.589996,23.49
32.994781,246.869995,23.43
32.605263,244.899994,22.85
32.605263,243.690002,23.030001
32.640667,246.169998,23.24
32.720345,258,22.799999
32.835434,255.729996,22.940001
32.826584,262.049988,23.74
32.162617,261.5,23.620001
31.613731,261.920013,23.48
30.586794,250.679993,22.18
30.44515,255.009995,22.42
30.330059,254.779999,22.24
30.595646,263.160004,22.41
30.728443,270.220001,22.17
31.480938,277.450012,22.43
31.463234,277.380005,22.24
31.348148,277.920013,22.059999
31.303881,278.299988,21.93
30.250385,298.519989,22.129999
30.338915,303.700012,22.139999
30.099884,295,22.610001
30.241533,298.700012,22.9
29.843153,302.540009,21.82
30.073328,312.390015,21.67
30.02906,308.709991,22.33
30.046764,296.839996,22.780001
29.559853,304,22.75
30.011356,301.440002,24.27
29.825439,300.25,24.01
29.913977,305.519989,23.32
30.188416,302.51001,23.309999
29.878563,305.600006,23.08
30.020208,308.029999,23.379999
30.091034,313.790009,23.92
30.436293,310.170013,24.860001
30.577944,308.630005,27.4
30.66647,314.070007,27.26
30.276939,322.829987,27.76
29.391655,318.890015,26.790001
29.639532,311.019989,27.209999
29.347389,295.459991,26.84
29.896261,308.350006,27.440001
30.073328,307.190002,27.66
30.330059,321.26001,27.379999
30.303499,325.220001,27.51
30.197262,323.100006,27.65
29.76347,324.809998,28.059999
29.940533,315.880005,28.9
29.586414,317.01001,28.99
28.701124,306.109985,27.58
28.74539,313.059998,27.77
28.966715,310.829987,28.51
29.143766,310.350006,28.629999
29.409359,303.859985,28.469999
29.391655,310.220001,28.469999
28.860477,316.829987,27.82
29.276566,325.140015,27.66
29.683798,335.100006,27.190001
30.037918,341.01001,26.48
30.480556,340.369995,27.09
30.498266,339.850006,26.32
30.507116,347.320007,27.17
30.480556,352.850006,26.860001
30.74016,359.649994,26.74
30.534266,370,26.75
30.74016,357.320007,26.25
31.044518,359.01001,25.940001
30.892334,375.950012,26.280001
30.981857,380.660004,25.74
30.972904,375.339996,25.77
30.695408,371.399994,25.57
30.749109,369.799988,26.6
30.793869,372.23999,26.25
30.552172,376.399994,26.780001
30.605881,382.609985,26.93
30.614832,383.450012,27.549999
30.901287,377.48999,27.17
30.623789,362.369995,26.879999
30.955,371.23999,27.620001
31.205648,360.75,26.629999
31.268311,361.609985,26.24
31.841215,352.619995,26.129999
31.33992,327.089996,25.969999
31.2146,308.829987,26.040001
31.27726,313.220001,26.25
31.501051,316.049988,26.51
31.689045,327.220001,26.5
31.778559,329.519989,27.33
32.100826,323.410004,31.68
32.539444,327.779999,31.620001
32.566315,319.570007,31.34
32.611065,328.23999,31.549999
32.646873,325.26001,31.1
32.593159,329.920013,31.360001
32.288799,328.399994,31.41
32.06501,342.519989,31.84
31.841215,339.600006,31.74
31.885979,343.850006,31.84
32.172428,334.459991,30.76
32.020256,335.070007,29.530001
32.208241,323.470001,28.98
31.116135,319.570007,28.98
31.169838,325.890015,28.360001
31.12508,347.089996,29.16
31.572672,356.910004,29.610001
31.59952,355.170013,29.959999
31.680086,365.220001,29.84
31.581615,363.529999,30.690001
31.223551,355.399994,29.280001
31.268311,357.869995,29.049999
31.751698,363.799988,29.73
31.814363,362.329987,30.25
32.00235,362.910004,30.950001
31.330973,351.920013,30.34
31.178797,347.459991,29.809999
31.250406,337.859985,29.719999
31.59952,341.350006,30.08
31.769604,352.769989,29.940001
31.796465,352.929993,29.879999
31.868073,348.049988,29.75
31.787506,345.660004,29.469999
31.796465,347.359985,29.49
32.06501,353.179993,29.85
32.709538,355.899994,30.01
33.443577,355.399994,32.209999
33.327202,349.589996,32.349998
34.06881,344.529999,32.099998
33.721642,350.609985,33.009998
33.803867,343.399994,31.870001
34.123623,363.690002,33.110001
34.616978,362.75,33.080002
34.909336,366.230011,32.439999
35.43924,377.640015,32.200001
35.521465,379.809998,32.639999
35.256512,385,32.32
35.357014,375.100006,32.240002
35.521465,373.910004,32.029999
35.722466,366.480011,32.630001
36.014812,351.089996,33.200001
36.818802,344.98999,32.490002
36.782249,345.25,31.709999
37.074615,340.970001,32.34
37.074615,339.600006,32.369999
36.891891,341.100006,32.950001
38.508999,341.529999,32.959999
39.696697,348.140015,34.18
39.998196,355.01001,33.43
40.062141,355.329987,33.759998
41.048851,356.880005,32.509998
41.414303,342.940002,32.470001
41.304665,355.589996,31.709999
41.542206,354.600006,31.83
41.012302,355.679993,32.34
41.91679,355.570007,32.439999
41.807152,350.600006,31.889999
41.131081,355.75,31.75
41.222435,359.649994,32.32
41.432568,351.809998,31.639999
41.670113,345.100006,31.16
41.249851,337.019989,30.77
42.464954,337.339996,32.82
41.222435,325.839996,32.009998
41.341209,326.170013,32.68
40.783897,320.869995,32.380001
39.623604,320.079987,33.099998
39.267296,331.529999,33.830002
39.404339,321.079987,34.029999
38.92012,299.26001,33.439999
38.682579,306.089996,33.009998
38.499855,302.779999,33.549999
38.09787,306.049988,32.580002
38.472446,304.390015,32.720001
38.472446,302.98999,31.92
38.974934,302.98999,30.99
39.806332,315.399994,31.620001
39.285572,308.700012,31.25
39.157661,311.299988,31.24
39.833736,312.5,32.400002
40.089554,315.049988,33.189999
41.00317,308.73999,33.709999
41.085396,317.809998,34.279999
40.464138,312.600006,33.900002
40.61945,315.549988,35
40.3545,316.809998,34.43
41.039711,317.549988,34.490002
40.025597,307.540009,32.950001
39.367794,308.850006,33.110001
39.093704,306.529999,32.529999
39.331249,305.200012,32.029999
39.102844,303.700012,32.369999
38.508999,313.26001,32.619999
38.739475,311.23999,33.02
38.739475,315.130005,32.889999
38.416798,328.910004,33.290001
38.287727,341.029999,32.889999
38.167877,339.029999,32.720001
37.623943,337.890015,32.049999
37.753017,343.450012,32.049999
38.859333,338.869995,32.32
39.172787,331.100006,32.259998
39.200447,328.980011,32.009998
38.868549,331.660004,31.440001
38.739475,325.200012,31.66
38.536655,317.290009,32.200001
38.084911,311.640015,32.450001
38.149445,315.359985,32.560001
37.789894,311.350006,32.75
38.536655,320.529999,33.639999
39.47702,317.25,34.16
40.69397,314.619995,34.220001
40.574112,316.579987,34.25
40.767723,336.410004,34.630001
40.610989,333.690002,34.34
39.642967,334.799988,34.540001
40.740063,337.950012,34.580002
40.629433,336.220001,34.599998
40.740063,340.059998,35.18
40.592556,347.160004,36.5
40.435825,344.570007,37.509998
39.781258,350.019989,37.200001
39.910328,351.559998,37.970001
39.993298,352.790009,38.029999
40.712406,345.890015,37.869999
39.790474,337.640015,38.400002
40.094719,342.850006,39.189999
39.661407,349.529999,38.5
39.366386,345.820007,38.099998
39.09903,354.309998,38.73
39.117466,349.25,39.41
37.799107,343.75,37.869999
36.453094,333.130005,36.16
38.591969,333.970001,37.299999
39.080589,345,36.98
37.568626,315.230011,35.200001
38.223194,310.420013,35.889999
38.721043,315.730011,36.5
38.167877,323.660004,37.419998
38.545876,322.309998,38.889999
38.582745,334.070007,41.959999
37.882076,335.48999,42.099998
37.58707,334.769989,43.049999
37.393463,333.299988,43.490002
37.716129,346.170013,42.389999
37.716129,352.049988,42.490002
38.296955,357.420013,42
37.033905,350.98999,42.049999
36.277924,343.059998,41.09
34.839714,330.929993,40.130001
34.50782,335.119995,41.259998
34.793621,333.350006,41.720001
34.968788,328.200012,42.66
34.793621,332.299988,43.16
35.240646,329.100006,43.75
35.240646,327.170013,43.09
35.231339,345.51001,42.98
35.398964,341.839996,42.290001
35.100948,326.630005,42.990002
35.249962,325.600006,42.27
35.333771,321.350006,42.299999
34.467659,313.559998,42.209999
34.355907,310.549988,42.779999
34.998508,316.529999,43.209999
33.853001,309.100006,41.84
32.754055,301.540009,41.150002
33.517727,304.179993,41.48
32.474667,279.179993,39.73
33.033451,257.779999,39.25
33.843689,266.130005,39.450001
33.303528,252.479996,39.139999
34.40247,267.529999,39.07
35.417595,286.940002,39.66
35.389656,305.720001,40.130001
35.091637,299.299988,39.389999
35.231339,289.660004,34.66
36.386154,304.700012,33.990002
36.320961,300.929993,35.009998
36.16264,294.079987,33.16
36.069508,300.339996,32.98
36.479282,291.209991,33.630001
36.525852,287.690002,33.029999
36.255764,293.350006,34.98
35.175457,300.079987,34.389999
35.026447,290.23999,33.720001
35.100948,283.369995,34.07
35.324467,283.459991,33.540001
35.492104,280.690002,33.009998
35.622482,285.480011,32.73
35.063702,294.079987,32.509998
34.216209,293.899994,33.360001
33.918194,299.920013,33.630001
33.713306,301.149994,34.25
33.66674,284.450012,33.950001
34.188263,294.089996,33.580002
33.843689,302.769989,34.080002
33.834373,301.970001,33.740002
33.778496,306.850006,34.32
34.607361,305.019989,35.27
34.355907,301.059998,35.09
34.11377,291.970001,34.860001
34.40247,284.179993,33.900002
35.417595,286.480011,34.189999
35.669048,284.540009,34.07
35.19408,276.820007,33.990002
35.47348,284.48999,34.630001
35.650417,275.01001,34.220001
35.249962,279.070007,34.540001
35.752865,277.850006,33.540001
35.669048,278.850006,33.290001
34.812248,283.76001,32.459999
35.231339,291.720001,33.34
39.766792,284.730011,33.52
40.232452,291.820007,34.400002
40.77261,296.73999,35.48
40.428024,291.130005,35.689999
40.9123,319.5,35.799999
41.34444,316.089996,34.310001
41.569908,317.660004,34.560001
42.133568,332.100006,34.990002
41.50415,342.769989,36.470001
41.757793,344.779999,36.41
40.931091,357.720001,36.82
41.2505,358.170013,35.959999
41.288082,370.829987,36.849998
39.700436,352.549988,35.990002
39.409214,362.220001,36.139999
38.629482,347.51001,35.360001
38.751606,333.630005,35.549999
38.150372,333.01001,34.560001
38.526146,342,34.950001
37.924904,344.5,34.549999
38.065823,349.929993,35.299999
37.013664,342.950012,35.900002
37.107601,335.070007,36.130001
36.609703,310.859985,35.110001
37.079418,309.160004,36.200001
36.788189,308.899994,36.950001
37.342461,318.51001,37.490002
37.661869,322.470001,37.049999
36.919708,318.959991,36.73
36.891533,316.709991,38.560001
36.976078,318.869995,37.91
37.163971,310.100006,37.549999
37.605495,322.690002,38.470001
37.455189,323.850006,38.060001
36.929111,320.230011,36.490002
37.013664,313.579987,36.82
36.891533,303.200012,37.139999
37.08881,297.429993,37.290001
35.369652,308.73999,38.619999
34.524155,306.649994,37.369999
35.256916,297.179993,36.869999
35.388435,290.170013,35.700001
35.613903,298.140015,35.959999
34.890537,300.839996,35.73
34.402031,349.540009,35.950001
35.444805,348.170013,35.59
35.322678,341.98999,35.290001
35.30389,379.570007,35.400002
35.37904,370.339996,32.139999
35.238129,352.450012,31.82
34.373848,355.48999,31.889999
33.969894,356.410004,32.040001
34.007473,347.640015,32.099998
33.763218,338.690002,31.34
34.092018,335.450012,31.690001
34.176571,305.5,31.27
34.54295,308.440002,31.629999
34.674469,321.899994,31.959999
33.941711,321.640015,31.49
33.509571,320.100006,30.860001
33.772614,322.820007,31.790001
35.40723,319.269989,32.09
35.059635,311.859985,31.68
34.87175,305.01001,32
34.157784,303.149994,31.200001
33.866554,301.660004,32.130001
33.44381,288.950012,32.02
33.152588,280.73999,30.99
32.649273,280.950012,29.709999
32.20293,263.23999,30.139999
32.164944,285.5,30.32
32.069981,279.440002,30.040001
32.345379,290.540009,30.18
32.525814,289.459991,31.34
32.886688,295.200012,32.34
33.257053,294.839996,31.09
33.333023,284.959991,31.68
33.931305,299.019989,32.419998
34.263691,298.329987,33
33.54195,299.100006,33
33.000641,299.679993,33.470001
31.861052,300.98999,33.450001
32.031994,309.579987,33.189999
31.975008,307.519989,33.279999
31.975008,264.769989,32.889999
32.478333,310.700012,32.470001
31.623636,301.019989,32.75
32.288399,294.799988,33.450001
32.525814,281.829987,32.310001
32.402359,261.950012,32.43
32.525814,250.559998,33.349998
31.006361,262.799988,33.330002
30.958876,256.880005,31.799999
30.683477,252.229996,31.93
30.189655,258.779999,32.73
30.503038,259.589996,33.200001
30.711966,276.589996,35.68
30.322607,271.779999,35.880001
29.515394,263.910004,29.49
29.629354,260,27.42
29.762308,260.950012,27.530001
30.503038,294.140015,26.780001
29.021572,288.5,25.809999
30.389082,314.859985,27
31.006361,330.899994,27.25
31.462196,334.850006,27.219999
31.851557,329.899994,27.559999
34.748009,337.320007,30.129999
34.634056,344.279999,30.74
34.216206,346.410004,29.700001
34.425133,341.399994,30.18
34.624557,341.059998,30.15
35.023415,348.160004,29.709999
34.729019,351.399994,29.1
33.902817,350.51001,28.209999
33.893318,331.279999,27.74
34.121246,338.730011,28.040001
33.456478,344,28.91
33.760372,348.440002,29.41
33.950302,354.309998,29.25
33.883823,353.470001,29.09
33.323524,347.48999,27.85
33.760372,338.190002,29.379999
34.121246,325.829987,28.309999
35.754654,346,28.959999
34.842983,343.920013,29.07
35.089897,347.869995,29.93
34.909458,341.170013,29.16
36.039551,350.480011,29.5
36.514381,358.48999,30.01
34.681538,359.700012,28.700001
34.259296,363.059998,28.6
33.290054,357.970001,28.68
33.030949,365.149994,27.91
33.290054,366.76001,26.85
34.240105,366.600006,28.690001
33.693104,376.790009,27.9
33.683506,365.709991,28.01
33.261265,348.420013,27.48
33.491577,337.029999,27.200001
33.520374,332.970001,27.26
32.887005,315.380005,27.280001
31.649061,319.769989,26.440001
31.063677,295.390015,27.08
32.167271,326.089996,27.790001
32.589516,316.130005,27.559999
32.551128,333.869995,27.91
